first_seen_date,last_seen_date,channel_id,title,url,subscriber_text,subscriber_count_estimate,video_count_text,source_queries,description,review_status
2026-05-10,2026-05-10,UC64osG3B8XviRGcgW2x2T6A,Perfume Network,https://www.youtube.com/@perfumenetwork,369K subscribers,369000,,women's perfume,The best olfactory experience on Youtube!,approved_creator_candidate
2026-05-10,2026-05-10,UC88iYYngvMLb_3obJKMCI3w,Demi Rawling,https://www.youtube.com/@demirawling,368K subscribers,368000,,best fragrances; fragrance industry; fragrance review; men's fragrances; perfume collection; perfume haul; perfume review; women's perfume,LUXURY FRAGRANCE REVIEWS Dubai Contact me - demirawling@gmail.com.,approved_creator_candidate
2026-05-10,2026-05-10,UCMLa4kK2x044DMPsK17zXSQ,King Tafah,https://www.youtube.com/@WarrenTafah,347K subscribers,347000,,fragrance dupes; perfume dupes,"Hey Hello My Name Is Warren Tafah. Author, Entrepreneur, Marketing Guru, Influencer. Originally from West Africa, Cameroon to ...",reject_noise
2026-05-10,2026-05-10,UCFarEEFsV90-pvUU0XdUdgQ,The Perfume Guy,https://www.youtube.com/@ThePerfumeGuy,333K subscribers,333000,,best fragrances; fragrance review; luxury perfume; perfume brand review; perfume review,"I'm a San Francisco–based fragrance reviewer and lifelong perfume enthusiast, covering everything from classic designer staples ...",approved_creator_candidate
2026-05-10,2026-05-10,UCRGkzuXpYq4hCDGKe-9P50g,Olivia Olfactory,https://www.youtube.com/@OliviaOlfactory,330K subscribers,330000,,vanilla perfume,Your Fragrance Fairy Godmother . olivia@jadegroup.co.,secondary_review_needed
2026-05-10,2026-05-10,UC7yWwH6peQbpfLMVKKuR-xg,School of Scent,https://www.youtube.com/@SchoolOfScent,319K subscribers,319000,,best fragrances; fragrance collection; fragrance review; men's fragrances,"Exploring the world of Men's Fragrances, to find scents that stand out in a creative way and are worth owning in your collection.",approved_creator_candidate
2026-05-10,2026-05-10,UCNDQy3YbPtp37i7B91f6kFQ,FBFragrances,https://www.youtube.com/@FBFragrances,312K subscribers,312000,,best fragrances; fragrance collection; fragrance dupes; perfume collection; perfume dupes; perfume haul; summer fragrances; winter fragrances; women's perfume,Fragrance influencer and lover. Passionate about helping men smell their best through providing knowledge and advice. TikTok ...,approved_creator_candidate
2026-05-10,2026-05-10,UC0fOGtvT1x8irPUZOFdF2mA,Chaos Fragrances,https://www.youtube.com/@ChaosFragrances,276K subscribers,276000,,winter fragrances,,secondary_review_needed
2026-05-10,2026-05-10,UC1ZIeqgDEyIyB6srbqfIehQ,Amanzada Perfumes,https://www.youtube.com/@Officialamanzadaperfumes,255K subscribers,255000,,perfume brand review; women's perfume,"Your ultimate destination for a global array of brand impressions - a perfumed haven, all under one roof. #amanzadaperfumes.",approved_creator_candidate
2026-05-10,2026-05-10,UCWVcO9sn0OEOON6JM1-bhRw,TheCologneBoy,https://www.youtube.com/@TheCologneBoy,250K subscribers,250000,,fragrance collection,Tiktok- 2.2 M Instagram- 943K Subscribe for Fragrance Meme/ Reviews! Email- jatin.arora1305@gmail.com.,approved_creator_candidate
2026-05-10,2026-05-10,UCwC5SYktSjM2zlswRYUvg6w,MC Colognes,https://www.youtube.com/@MCColognes,237K subscribers,237000,,best fragrances; men's fragrances; summer fragrances,Welcome to my channel! Here I review fragrances for men.,approved_creator_candidate
2026-05-10,2026-05-10,UCKtI2EPpyNu27M4BNeCVg9w,perfumerism,https://www.youtube.com/@perfumerism,232K subscribers,232000,,men's fragrances; perfume collection; perfume haul; perfume review,welcome to my youtube! my name is emma and i am a lover of all things beauty❤️ follow me on tiktok: @perfumerism.,approved_creator_candidate
2026-05-10,2026-05-10,UCVvzGrPSok_sf8hfDhvTg7w,BowTie FragranceGuy,https://www.youtube.com/@BowTieFragranceGuy,216K subscribers,216000,,fragrance collection,"Men's lifestyle channel. Cologne reviews, style tips, fitness tips and more.... Instagram: the_bowtie_fragranceguy Email: ...",approved_creator_candidate
2026-05-10,2026-05-10,UCflkhyQuNBeiw3__1TUXXNg,Jus de Rose,https://www.youtube.com/@jusderose,210K subscribers,210000,,fragrance collection; perfume collection; summer fragrances,"Fragrance reviews on premium and niche brands, tips and more. Thanks for visiting! - Instagram: @jusderose - Web: ...",approved_creator_candidate
2026-05-10,2026-05-10,UCr7d6GUzpRi9um7kAdkpq6g,vanilla swirl,https://www.youtube.com/@vanilla_swirlxx,206K subscribers,206000,,vanilla perfume,"new videos out weekly! all things beauty, fashion, lifestyle :)",reject_noise
2026-05-10,2026-05-10,UCCI1f7LB5IAgNd3L7IvQoPw,Ajmal Perfume,https://www.youtube.com/@AjmalPerfumes,205K subscribers,205000,,unisex fragrance,"Founded by the Late Haji Ajmal Ali in the early 1950s – in Assam, India – the journey of Ajmal Perfumes is that of the story of 'A ...",brand_shop_or_industry_watch
2026-05-10,2026-05-10,UCmYZrY_MVZy5Iiwlua029kg,TLTG Reviews,https://www.youtube.com/@TLTGReviews,197K subscribers,197000,,fragrance review; perfume review,A Lover of all things Fragrance with down to Earth perspective that all can relate to.,approved_creator_candidate
2026-05-10,2026-05-10,UCFpeJ0JD72StpPtGNp0sDEA,Perfume Gyaan,https://www.youtube.com/@perfumegyaan,190K subscribers,190000,,best fragrances; men's fragrances; perfume brand review; perfume review; summer fragrances,"Hello Friends,  You are welcome to my channel Perfume Gyaan. I do perfume reviews, listicles, and perfume TOP 10 videos on ...",approved_creator_candidate
2026-05-10,2026-05-10,UCzi8yTLv2_lF22VqwfteRLA,Eau D' Erica,https://www.youtube.com/@eauderica,169K subscribers,169000,,oud fragrance,,secondary_review_needed
2026-05-10,2026-05-10,UCJ7EzNsSGFBx1w5KQqRzMqA,Aaron Terence Hughes,https://www.youtube.com/@AaronTerenceHughes,168K subscribers,168000,,best fragrances; fragrance review; perfume review,My fragrance review channel. Please respect each other.,approved_creator_candidate
2026-05-10,2026-05-10,UCJwpKisjUoqk0GWbB98kv-Q,Rahul Sidwan,https://www.youtube.com/@RahulSidwan,167K subscribers,167000,,summer fragrances,"Fragrances can improve your personality and change your mood, This Channel is dedicated to Fragrances, I am a Fragrance ...",approved_creator_candidate
2026-05-10,2026-05-10,UC3OnkvO2RjJSz1nANq1R38Q,Ángeles Parfum,https://www.youtube.com/@AngelesParfum,165K subscribers,165000,,women's perfume,"Bienvenidos! Me llamo Ángeles y en este canal hablaré de perfumes: cómo son, mis experiencias con ellos en cuanto a duración, ...",secondary_review_needed
2026-05-10,2026-05-10,UC7RSI_-mORXwIpM2ZyfO2Ug,Best Brands Perfume,https://www.youtube.com/@BestBrandsPerfume,165K subscribers,165000,,best fragrances; perfume brand review; women's perfume,"SUBSCRIBE FOR ICE CREAM! I've been in love with fragrances since a child of 8 years old. In 1996, I started Fragrances ...",approved_creator_candidate
2026-05-10,2026-05-10,UCfl4dA6LMfkC-wNZjWMlR2g,"Perfume Talk: fragrance reviews, cologne exploring",https://www.youtube.com/@parfumexquis,161K subscribers,161000,,fragrance review; niche fragrance; perfume review,"Welcome to our fragrant corner of YouTube! Here at Perfume Talk, we dive deep into the world of fragrances, from luxurious niche ...",approved_creator_candidate
2026-05-10,2026-05-10,UCojZ5eKUVxgvCppVjzA-7QA,Chad Secrets,https://www.youtube.com/@ChadSecrets,152K subscribers,152000,,best fragrances; fragrance collection; summer fragrances,Big Discounts on Fragrance & Social Media! Fragrance reviewer from.,approved_creator_candidate
2026-05-10,2026-05-10,UCiC5uxWi4WGrR1Suo8I4PqA,Cal Cologne,https://www.youtube.com/@CalCologne,138K subscribers,138000,,best fragrances; fragrance collection; fragrance dupes; fragrance review; summer fragrances; winter fragrances; women's perfume,"Im Cal, a fragrance collector who's loved fragrances since I was 8 years old. I create high-quality fragrance content that helps you ...",approved_creator_candidate
2026-05-10,2026-05-10,UCOHMCV58yR2Wr_BfT_S-Xlw,The Niche Fragrance Collector,https://www.youtube.com/@TheNicheFragranceCollector,136K subscribers,136000,,fragrance collection; niche fragrance; perfume collection; perfume haul,Welcome Everyone! I'm Marcelo your Niche Fragrance Collector and I'm driven by beautiful smells. My desire is to share with you ...,approved_creator_candidate
2026-05-10,2026-05-10,UCQXf2ConvI79TbrUlI3198A,Joy Amin,https://www.youtube.com/@JoyAmin666,119K subscribers,119000,,perfume collection,"I love fragrances, so I dedicate this channel to fragrance reviews mostly. please join my Facebook groups My Official Facebook ...",approved_creator_candidate
2026-05-10,2026-05-10,UCi42yeT0_OLeouUQhDBVZjQ,Monika Cioch ,https://www.youtube.com/@MonikaCioch,116K subscribers,116000,,luxury perfume; niche fragrance; perfume collection; women's perfume,... luxury and niche fragrances I wear and recommend. Shop all my favorite perfumes here: https://shopmy.us/shop/monikacioch.,approved_creator_candidate
2026-05-10,2026-05-10,UCG2E1nDbU-r2ay86tPeHdxg,Cherayeslifestyle,https://www.youtube.com/@Cherayeslifestyle,115K subscribers,115000,,fragrance collection; fragrance haul; perfume collection; perfume haul; women's perfume,FRAGRANCE | BEAUTY | LIFESTYLE I'm a Girl who chooses to see the glass as 1/2 FULL I love all things fancy and fabulous ...,approved_creator_candidate
2026-05-10,2026-05-10,UCmCiNRRSXNR38_i3l6HqW0Q,Hamza Saab,https://www.youtube.com/@HamzaSaab,109K subscribers,109000,,men's fragrances,,secondary_review_needed
2026-05-10,2026-05-10,UCEL37qeml61ax4MNtZmnRxQ,Mom Perfumes,https://www.youtube.com/@MomPerfumes,103K subscribers,103000,,perfume brand review,Buy 100% authentic Made in UAE budget alternatives to highly expensive designer & niche Perfumes. Designer and Niche ...,approved_creator_candidate
2026-05-10,2026-05-10,UCta4sjQtsMUtBCkI811ocfA,Mila Le Blanc,https://www.youtube.com/@Milaleblanc,98.6K subscribers,98600,,fragrance haul; perfume collection; perfume haul,,approved_creator_candidate
2026-05-10,2026-05-10,UCAUYp5Dqm-uN2NepHFaRJkw,Noel Deyzel,https://www.youtube.com/@noeldeyzelfragrances,91.5K subscribers,91500,,best fragrances; fragrance review; men's fragrances; oud fragrance; summer fragrances; vanilla perfume,,reject_noise
2026-05-10,2026-05-10,UCAj2eCFI8Khv_WAwUxFnx2w,Ksenja,https://www.youtube.com/@ksenja6023,86.6K subscribers,86600,,fragrance haul; perfume collection; perfume haul; perfume review,The perfect channel destination for all things smelling good.,approved_creator_candidate
2026-05-10,2026-05-10,UC7jAHW1aoj8T1G_v9rCM-DQ,Tarique Fragrance,https://www.youtube.com/@TariqueFragrance,85.5K subscribers,85500,,middle eastern fragrances; perfume brand review,"Hello Fragheads! Confused about buying a perfume/fragrance/attar? We are always at your help. In this Channel, we do videos ...",approved_creator_candidate
2026-05-10,2026-05-10,UCL_NG3Uwy9EEEWUoltLYfVg,Paulina&Perfumes,https://www.youtube.com/@Paulina.Perfumes,85.1K subscribers,85100,,arabian perfumes; fragrance collection; fragrance haul; fragrance review; niche fragrance; perfume brand review; perfume collection; perfume haul; perfume review; women's perfume,SUBSCRIBE FOR GIVEAWAYS   DISCOUNT CODES & LINKS   * https://linktr.ee/paulina.perfumes PERFUME REVIEWS ...,approved_creator_candidate
2026-05-10,2026-05-10,UCT5GB0dJPVEfqk2wpwQI1_w,Baldassarre Fragrance,https://www.youtube.com/@BaldassarreFragrance,83.7K subscribers,83700,,fragrance collection; fragrance review; men's fragrances; niche fragrance; perfume collection; perfume haul; perfume review; women's perfume,,approved_creator_candidate
2026-05-10,2026-05-10,UCTMtNhRZ8-QRTsyiojH8Zqg,FragranceFlan,https://www.youtube.com/@FragranceFlan,80.9K subscribers,80900,,best fragrances; fragrance dupes; fragrance haul; perfume dupes; summer fragrances; vanilla perfume; winter fragrances; women's perfume,all things fragrance; smelly water enthusiast.,approved_creator_candidate
2026-05-10,2026-05-10,UCyvfQ7mtHGP14349D6WgXYg,Sharida M,https://www.youtube.com/@SharidaM,77.5K subscribers,77500,,middle eastern fragrances; perfume haul,,approved_creator_candidate
2026-05-10,2026-05-10,UC-DfexEWlXE126j7wvB4iWA,Clémence CC Fragrance,https://www.youtube.com/@clemenceccfragrance,76.5K subscribers,76500,,best fragrances; fragrance review; perfume brand review; perfume review,"Bonjour Fragrance Lovers, My name is Clemence, Im Fragrance Specialist and here to share my passion for the echanting world ...",approved_creator_candidate
2026-05-10,2026-05-10,UC51NlSiV9JKwDiVwBMH9tpw,ccfragrances,https://www.youtube.com/@ccfragrances,75.1K subscribers,75100,,men's fragrances,"Hello dear viewer, You don´t know which fragrance to buy? Then you are right on this channel. Scents from all over the world are ...",approved_creator_candidate
2026-05-10,2026-05-10,UCXcgsnHlyGGu5XdUYvvNOcw,Naaz Perfumes,https://www.youtube.com/@NaazPerfumes,73.2K subscribers,73200,,middle eastern fragrances,Founder of India's most trusted fragrance website – www.naazperfumes.com Oud Specialist & Middle Eastern Perfume King ...,secondary_review_needed
2026-05-10,2026-05-10,UCAjw0drRKcR8-FN30wb7zTw,Elijah Yeroushalmi,https://www.youtube.com/@Fragrancez,69.9K subscribers,69900,,summer fragrances; winter fragrances,Hello! My Name is Elijah Yeroushalmi and I specialize in anything “fragrance” related. Enjoy.,secondary_review_needed
2026-05-10,2026-05-10,UC_Zj9atmpE2MQBtzTfqDFfw,FragranceView,https://www.youtube.com/@FragranceView,66.9K subscribers,66900,,fragrance review; perfume brand review,"My name is Peter, I am a Fragrance Reviewer here on YouTube. I am also the perfumer and owner of Centauri Perfumes and Lila ...",approved_creator_candidate
2026-05-10,2026-05-10,UCE1MVQrpWEgR9wI5nwJcfxA,Smelly Cat,https://www.youtube.com/@smellycatreviews,63.5K subscribers,63500,,fragrance haul; fragrance review; perfume brand review; perfume review,"Welcome to Smelly Cat! The channel for fragrance lovers who want real reviews with no sponsors, no affiliate links, no free bottles, ...",approved_creator_candidate
2026-05-10,2026-05-10,UC-SRft7aJvNDwSNhJfDfOhA,Extra Gents Scents,https://www.youtube.com/@extragentsscents,60.9K subscribers,60900,,men's fragrances,"Ash here from Gents Scents. This is my ""extra"" channel where I'll cover additional fragrances that I normally wouldn't on my main ...",approved_creator_candidate
2026-05-10,2026-05-10,UC6n0-YKcLng9oLkbOnkSwpg,Sol,https://www.youtube.com/@perfumesiren,58.5K subscribers,58500,,women's perfume,"Perfume-obsessed and always chasing the perfect scent. Let's dive into the world of fragrances, one spray at a time! Find me on ...",secondary_review_needed
2026-05-10,2026-05-10,UCMz0tE1qg5SwmrAF3Cshe0A,The Fragrance Apprentice,https://www.youtube.com/@TheFragranceApprentice,58.1K subscribers,58100,,scent of the day perfume,,secondary_review_needed
2026-05-10,2026-05-10,UCNQmAK19pCzKUR1vMeT0-uA,Hassan Siddiqui,https://www.youtube.com/@HassanSiddiqui1,57.9K subscribers,57900,,oud fragrance,"I'm Hassan Siddiqui, founder of Hasan Oud, a fragrance house dedicated to reviving India's rich perfumery heritage. This channel ...",approved_creator_candidate
2026-05-10,2026-05-10,UCItdSScEJS_QuMPHw-zt2Jw,Paul Reacts - Fragrance Influencer,https://www.youtube.com/@PaulReactss,57.5K subscribers,57500,,vanilla perfume,Self Proclaimed King Of Gourmands - Paul@NightingaleMgmt.co.,approved_creator_candidate
2026-05-10,2026-05-10,UCqMZEtmuHd9ez1BfX7EHqDQ,Leni's Scents,https://www.youtube.com/@LenisScents,57.4K subscribers,57400,,best fragrances; vanilla perfume,"Hallo du, schön, dass du hier bist! Auf diesem Kanal führe ich dich durch die Welt der Düfte, mache Reviews und gebe ...",approved_creator_candidate
2026-05-10,2026-05-10,UCY-TQyBGpPWmY8s_tFLlQrQ,Anne Lauren,https://www.youtube.com/@AnneLauren,52.4K subscribers,52400,,best fragrances; fragrance collection; perfume brand review; perfume collection; perfume haul,"Hey guys, welcome to my channel! Fragrance is something I'm very passionate about, and I'm so thankful for this platform where I ...",approved_creator_candidate
2026-05-10,2026-05-10,UCnV4ZfTLW46XFwOirjmGRuA,Perfume Princess,https://www.youtube.com/@perfumeprincess,50.5K subscribers,50500,,luxury perfume; perfume dupes; women's perfume,,brand_shop_or_industry_watch
2026-05-10,2026-05-10,UCyU1XUvAFqV2X1NVCcRqRNA,The Perfume Nest,https://www.youtube.com/@ThePerfumeNest,49K subscribers,49000,,vanilla perfume,Hello everyone! My name is Christine (my friends call me Chris). I have been a fragrance enthusiast since I was 8 and spent my ...,approved_creator_candidate
2026-05-10,2026-05-10,UCB2uEErrIJUDwNHGAnPdojA,Delicious Delights,https://www.youtube.com/@DeliciousDelights,48.9K subscribers,48900,,fragrance collection; perfume collection; perfume haul,,approved_creator_candidate
2026-05-10,2026-05-10,UCsxtwtRfm7DyFt34F5GRApg,Arabian perfumes عطور العرب ,https://www.youtube.com/@Arabianperfumess,48.8K subscribers,48800,,arabian perfumes,البشرة و الشعر والعطور هنا المعلومة والتجربة.,secondary_review_needed
2026-05-10,2026-05-10,UCTWhS5jaF1MBIEk7wqYZGAg,Arabian Oud العربية للعود ,https://www.youtube.com/@ArabianOud,46.9K subscribers,46900,,oud fragrance,أنشئت العربية للعود في عام 1982، بإيمان‭ ‬وإصرار‭ ‬على‭ ‬تحقيق‭ ‬حلم‭ ‬عريق‭ ‬لرفع‭ ‬راية‭ ‬‮«‬صنع‭ ‬في‭ ‬السعودية‮»‬،‭ ‬قامت‭‬ ...,secondary_review_needed
2026-05-10,2026-05-10,UCzH0Tal9pApj-F6KSGZHo4Q,FragranceKnowledge,https://www.youtube.com/@Fragranceknowledge,44.7K subscribers,44700,,unisex fragrance,Welcome to Fragrance knowledges channel.,approved_creator_candidate
2026-05-10,2026-05-10,UC-yhSJPSZzjPokxWTmycoyw,Fragrantix,https://www.youtube.com/@Fragrantix,44.4K subscribers,44400,,perfume collection; summer fragrances; winter fragrances,Explore the world of fine fragrances with honest reviews and insights from someone passionate about scents. I share my thoughts ...,approved_creator_candidate
2026-05-10,2026-05-10,UCNn5SzNLEe2F9M04sn2aoDA,K&A Fragrances,https://www.youtube.com/@KAFragrances,41.9K subscribers,41900,,best fragrances; fragrance collection; middle eastern fragrances; perfume haul,Sospiro Vibrato   Tiktok: 100K+ followers.,approved_creator_candidate
2026-05-10,2026-05-10,UCY5whZtRryesHhICe4tzwWQ,I am Noelle,https://www.youtube.com/@IamNoelle,41.5K subscribers,41500,,fragrance dupes; perfume dupes,"Smelling good is a full time job. Perfume reviewer on Instagram, TikTok and YouTube. iamnoelle@nowadaystalent.com (for ...",approved_creator_candidate
2026-05-10,2026-05-10,UC56RuZSNuMlZzDj1Bq8bj4g,Ai_TheGreat,https://www.youtube.com/@Ai_TheGreat,41.2K subscribers,41200,,fragrance collection; perfume collection; perfume haul,"New Videos Sundays, Tuesdays & Thursdays. Fragrance| Fashion  |Beauty  Luxury & Lifestyle Vlogs       ...",approved_creator_candidate
2026-05-10,2026-05-10,UCLJbk3Vkrj8XgdTTfuCfGMA,Lauren Mae Fragrance,https://www.youtube.com/@laurenmaefragrance,39.1K subscribers,39100,,best fragrances; fragrance haul; niche fragrance; perfume haul; scent of the day perfume; summer fragrances; vanilla perfume; women's perfume,Let's talk about all things scent!!,approved_creator_candidate
2026-05-10,2026-05-10,UC11CT1THiGs6fQwIpH2QJfQ,Fragrance House,https://www.youtube.com/@fragrancehouse,37.8K subscribers,37800,,best fragrances; fragrance dupes; fragrance review; perfume review,"Welcome to Fragrance House! ✨ If you love perfumes, attars, and great scents, you're in the right place. We review every ...",approved_creator_candidate
2026-05-10,2026-05-10,UCpADiPCq2CpF0hmBDso8kdA,MAGS FRAGS - Fragrance Reviews,https://www.youtube.com/@magsfrags2020,37.4K subscribers,37400,,fragrance industry; fragrance review; perfume brand review,"Hello and welcome to my channel which focuses on mens designer, niche and clone fragrances. I am a fragrance enthusiast of ...",approved_creator_candidate
2026-05-10,2026-05-10,UCTVeHZt9z-HNgbCqE3hIZ5g,Rhonda Lareese,https://www.youtube.com/@RhondaLareese,36.9K subscribers,36900,,perfume collection,"Perfume critic and enthusiast. Rhonda Lareese makes the perfume industry and perfume brands like Versace, Prada, Valentino, ...",approved_creator_candidate
2026-05-10,2026-05-10,UC28LF9JBelUwMt7M1ZTkVpw,Sandra Solomon Fragrance,https://www.youtube.com/@SandraSolomonFragrance,36.7K subscribers,36700,,men's fragrances; summer fragrances; winter fragrances,The best fragrances for men right here Share my passion for fragrances and explore the world of scents together. Always ...,approved_creator_candidate
2026-05-10,2026-05-10,UClps5byr23beMTYzlV4EqJA,Perfumes With Pratha,https://www.youtube.com/@PrathaBhardwaj,36.7K subscribers,36700,,middle eastern fragrances; perfume collection; perfume haul; summer fragrances; women's perfume,A channel dedicated to the love of PERFUMES | SELFCARE | SMELLING GOOD.,approved_creator_candidate
2026-05-10,2026-05-10,UCd7OAY06IuwYsUoWsn3gbuQ,Scented Moments,https://www.youtube.com/@ScentedMoments,36K subscribers,36000,,fragrance haul,"Discover the best fragrances with reviews, top lists, and comparisons. New videos every week!",approved_creator_candidate
2026-05-10,2026-05-10,UCnUgSTihLHu-PJ5nTXXYbDg,Paragon Fragrances,https://www.youtube.com/@ParagonFragrance,35.8K subscribers,35800,,best fragrances,"I'm Nate, I make Fragrance Reviews.",approved_creator_candidate
2026-05-10,2026-05-10,UCj0zv4wvSIVCiMEV1EOzL_g,Lifestyle Malayalam,https://www.youtube.com/@LifestyleMalayalam,34.8K subscribers,34800,,perfume review; women's perfume,... perfume review platform in Malayalam—publishing new reviews every alternate day https://instagram.com/riyaz_madappally E ...,approved_creator_candidate
2026-05-10,2026-05-10,UCAauMekWOdAfSHSDl6Crsmw,Gabby Loves Perfumes,https://www.youtube.com/@Gabbylovesperfumes,34.2K subscribers,34200,,fragrance industry; perfume haul; women's perfume,Email: gabbylovesperfumes@yahoo.com.,approved_creator_candidate
2026-05-10,2026-05-10,UCWM4xqOJn4p9W2BI0BC8dxQ,Fragrance Room,https://www.youtube.com/@Fragranceroom,34.1K subscribers,34100,,winter fragrances,About fragrances and the joy it brings us.,secondary_review_needed
2026-05-10,2026-05-10,UCHiqODdTlSiCckqVJ7iGbZQ,Hayley Clough,https://www.youtube.com/@hayley.clough,32.8K subscribers,32800,,fragrance collection; fragrance review; perfume brand review; perfume collection; perfume haul; perfume review; vanilla perfume,LUXURY FRAGRANCE REVIEWS Contact: hayleyclough@live.co.uk.,approved_creator_candidate
2026-05-10,2026-05-10,UCIoOAUDFs-6PpwPQ1Hfn-Ow,ouch110 Fragrance Reviews,https://www.youtube.com/@ouch110,32.2K subscribers,32200,,fragrance review; perfume brand review; perfume review,Hello! Welcome to my perfume review channel. This channel is for all things perfumery and nice smelling. Here I review ad talk ...,approved_creator_candidate
2026-05-10,2026-05-10,UCt-5DVDZRCUBLdRaFGKeH3w,Fragrance Jam,https://www.youtube.com/@FragranceJam,32.2K subscribers,32200,,fragrance haul; middle eastern fragrances,Putting my Addiction to good use by Sharing my passion and hobby for the fragrances that I own. Make sure that you Subscribe ...,approved_creator_candidate
2026-05-10,2026-05-10,UCF4vsM8pIArlthG4guIPz3Q,Scent Saga,https://www.youtube.com/@ScentSaga,32.1K subscribers,32100,,fragrance industry,"Hey there, fragrance enthusiasts! Welcome to Scent Saga – I'm Deep, your scent buddy, and this is where we keep it real about ...",approved_creator_candidate
2026-05-10,2026-05-10,UC2Uoi3pjiNlfmMVcWzkngSw,Persolaise Perfumes,https://www.youtube.com/@Persolaise,31.2K subscribers,31200,,perfume brand review,"Honest, independent perfume reviews and thoughts on the world of scent from a multi-award winning critic.",approved_creator_candidate
2026-05-10,2026-05-10,UCRKV_EqR8VvmVD-rD7EsR9Q,Evan,https://www.youtube.com/@scentfromevan,30.5K subscribers,30500,,best fragrances,King of Fragrances.,approved_creator_candidate
2026-05-10,2026-05-10,UCkdKfx6zp5Pzx0m2k1MCBxA,Perfumetalk,https://www.youtube.com/@Perfumetalk2,29.3K subscribers,29300,,perfume review,"Welcome to The Fragrance Channel. My name is Rizwan, I'm here to share fragrance making , review, comparisons..",approved_creator_candidate
2026-05-10,2026-05-10,UC8adDqJU-aGGBhwMHLWH83w,SCENTIMENTAL,https://www.youtube.com/@scentimentalforever,28.7K subscribers,28700,,best fragrances; perfume review; winter fragrances,An Immersive dive into the perfume heaven for the sheer love of the beautiful and unique fragrances available all over the world.,approved_creator_candidate
2026-05-10,2026-05-10,UC1tDKoCrnd9FLyppMZ62vHg,Faizan Fragrances,https://www.youtube.com/@faizanfragrances,28.3K subscribers,28300,,fragrance collection; perfume brand review; perfume collection; perfume haul; perfume review,"Welcome to ""Faizan Fragrances""! For business promotion inquiries, contact us via Email: faizantechofficial@gmail.com or ...",approved_creator_candidate
